StatisticsDate,TargetDiseaseCode,TargetDisease,VaccinationSeries,MeasurementType,LocationPopulation,DailyCount,TotalCount,PopulationCoverage
2020-12-27,219,COVID-19,1,DosesAdministered,1328976,191,191,
2020-12-27,219,COVID-19,1,FullyVaccinated,1328976,3,3,0
2020-12-27,219,COVID-19,1,Vaccinated,1328976,191,191,0.01
2020-12-27,219,COVID-19,2,DosesAdministered,1328976,0,0,
2020-12-27,219,COVID-19,2,FullyVaccinated,1328976,0,0,0
2020-12-27,219,COVID-19,3,DosesAdministered,1328976,0,0,
2020-12-27,219,COVID-19,3,FullyVaccinated,1328976,0,0,0
2020-12-27,219,COVID-19,4,DosesAdministered,1328976,0,0,
2020-12-27,219,COVID-19,4,FullyVaccinated,1328976,0,0,0
2020-12-28,219,COVID-19,1,DosesAdministered,1328976,318,509,
2020-12-28,219,COVID-19,1,FullyVaccinated,1328976,6,9,0
2020-12-28,219,COVID-19,1,Vaccinated,1328976,318,509,0.04
2020-12-28,219,COVID-19,2,DosesAdministered,1328976,0,0,
2020-12-28,219,COVID-19,2,FullyVaccinated,1328976,0,0,0
2020-12-28,219,COVID-19,3,DosesAdministered,1328976,0,0,
2020-12-28,219,COVID-19,3,FullyVaccinated,1328976,0,0,0
2020-12-28,219,COVID-19,4,DosesAdministered,1328976,0,0,
2020-12-28,219,COVID-19,4,FullyVaccinated,1328976,0,0,0
2020-12-29,219,COVID-19,1,DosesAdministered,1328976,367,876,
2020-12-29,219,COVID-19,1,FullyVaccinated,1328976,11,20,0
2020-12-29,219,COVID-19,1,Vaccinated,1328976,367,876,0.07
2020-12-29,219,COVID-19,2,DosesAdministered,1328976,0,0,
2020-12-29,219,COVID-19,2,FullyVaccinated,1328976,0,0,0
2020-12-29,219,COVID-19,3,DosesAdministered,1328976,0,0,
2020-12-29,219,COVID-19,3,FullyVaccinated,1328976,0,0,0
2020-12-29,219,COVID-19,4,DosesAdministered,1328976,0,0,
2020-12-29,219,COVID-19,4,FullyVaccinated,1328976,0,0,0
2020-12-30,219,COVID-19,1,DosesAdministered,1328976,1013,1889,
2020-12-30,219,COVID-19,1,FullyVaccinated,1328976,15,35,0
2020-12-30,219,COVID-19,1,Vaccinated,1328976,1013,1889,0.14
2020-12-30,219,COVID-19,2,DosesAdministered,1328976,0,0,
2020-12-30,219,COVID-19,2,FullyVaccinated,1328976,0,0,0
2020-12-30,219,COVID-19,3,DosesAdministered,1328976,0,0,
2020-12-30,219,COVID-19,3,FullyVaccinated,1328976,0,0,0
2020-12-30,219,COVID-19,4,DosesAdministered,1328976,0,0,
2020-12-30,219,COVID-19,4,FullyVaccinated,1328976,0,0,0
2020-12-31,219,COVID-19,1,DosesAdministered,1328976,586,2475,
2020-12-31,219,COVID-19,1,FullyVaccinated,1328976,15,50,0
2020-12-31,219,COVID-19,1,Vaccinated,1328976,586,2475,0.19
2020-12-31,219,COVID-19,2,DosesAdministered,1328976,0,0,
2020-12-31,219,COVID-19,2,FullyVaccinated,1328976,0,0,0
2020-12-31,219,COVID-19,3,DosesAdministered,1328976,0,0,
2020-12-31,219,COVID-19,3,FullyVaccinated,1328976,0,0,0
2020-12-31,219,COVID-19,4,DosesAdministered,1328976,0,0,
2020-12-31,219,COVID-19,4,FullyVaccinated,1328976,0,0,0
2021-01-01,219,COVID-19,1,DosesAdministered,1330068,0,2475,
2021-01-01,219,COVID-19,1,FullyVaccinated,1330068,0,50,0
2021-01-01,219,COVID-19,1,Vaccinated,1330068,0,2475,0.19
2021-01-01,219,COVID-19,2,DosesAdministered,1330068,0,0,
2021-01-01,219,COVID-19,2,FullyVaccinated,1330068,0,0,0
2021-01-01,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-01,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-01,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-01,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-02,219,COVID-19,1,DosesAdministered,1330068,30,2505,
2021-01-02,219,COVID-19,1,FullyVaccinated,1330068,1,51,0
2021-01-02,219,COVID-19,1,Vaccinated,1330068,30,2505,0.19
2021-01-02,219,COVID-19,2,DosesAdministered,1330068,0,0,
2021-01-02,219,COVID-19,2,FullyVaccinated,1330068,0,0,0
2021-01-02,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-02,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-02,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-02,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-03,219,COVID-19,1,DosesAdministered,1330068,18,2523,
2021-01-03,219,COVID-19,1,FullyVaccinated,1330068,0,51,0
2021-01-03,219,COVID-19,1,Vaccinated,1330068,18,2523,0.19
2021-01-03,219,COVID-19,2,DosesAdministered,1330068,0,0,
2021-01-03,219,COVID-19,2,FullyVaccinated,1330068,0,0,0
2021-01-03,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-03,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-03,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-03,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-04,219,COVID-19,1,DosesAdministered,1330068,642,3165,
2021-01-04,219,COVID-19,1,FullyVaccinated,1330068,43,94,0.01
2021-01-04,219,COVID-19,1,Vaccinated,1330068,642,3165,0.24
2021-01-04,219,COVID-19,2,DosesAdministered,1330068,0,0,
2021-01-04,219,COVID-19,2,FullyVaccinated,1330068,0,0,0
2021-01-04,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-04,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-04,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-04,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-05,219,COVID-19,1,DosesAdministered,1330068,1812,4977,
2021-01-05,219,COVID-19,1,FullyVaccinated,1330068,34,128,0.01
2021-01-05,219,COVID-19,1,Vaccinated,1330068,1810,4975,0.37
2021-01-05,219,COVID-19,2,DosesAdministered,1330068,0,0,
2021-01-05,219,COVID-19,2,FullyVaccinated,1330068,0,0,0
2021-01-05,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-05,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-05,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-05,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-06,219,COVID-19,1,DosesAdministered,1330068,1611,6588,
2021-01-06,219,COVID-19,1,FullyVaccinated,1330068,27,155,0.01
2021-01-06,219,COVID-19,1,Vaccinated,1330068,1611,6586,0.5
2021-01-06,219,COVID-19,2,DosesAdministered,1330068,1,1,
2021-01-06,219,COVID-19,2,FullyVaccinated,1330068,1,1,0
2021-01-06,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-06,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-06,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-06,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-07,219,COVID-19,1,DosesAdministered,1330068,1342,7930,
2021-01-07,219,COVID-19,1,FullyVaccinated,1330068,23,178,0.01
2021-01-07,219,COVID-19,1,Vaccinated,1330068,1342,7928,0.6
2021-01-07,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-07,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-07,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-07,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-07,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-07,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-08,219,COVID-19,1,DosesAdministered,1330068,2214,10144,
2021-01-08,219,COVID-19,1,FullyVaccinated,1330068,41,219,0.02
2021-01-08,219,COVID-19,1,Vaccinated,1330068,2214,10142,0.76
2021-01-08,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-08,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-08,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-08,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-08,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-08,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-09,219,COVID-19,1,DosesAdministered,1330068,551,10695,
2021-01-09,219,COVID-19,1,FullyVaccinated,1330068,11,230,0.02
2021-01-09,219,COVID-19,1,Vaccinated,1330068,551,10693,0.8
2021-01-09,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-09,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-09,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-09,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-09,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-09,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-10,219,COVID-19,1,DosesAdministered,1330068,223,10918,
2021-01-10,219,COVID-19,1,FullyVaccinated,1330068,1,231,0.02
2021-01-10,219,COVID-19,1,Vaccinated,1330068,223,10916,0.82
2021-01-10,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-10,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-10,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-10,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-10,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-10,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-11,219,COVID-19,1,DosesAdministered,1330068,849,11767,
2021-01-11,219,COVID-19,1,FullyVaccinated,1330068,33,264,0.02
2021-01-11,219,COVID-19,1,Vaccinated,1330068,849,11765,0.88
2021-01-11,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-11,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-11,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-11,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-11,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-11,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-12,219,COVID-19,1,DosesAdministered,1330068,1580,13347,
2021-01-12,219,COVID-19,1,FullyVaccinated,1330068,43,307,0.02
2021-01-12,219,COVID-19,1,Vaccinated,1330068,1580,13345,1
2021-01-12,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-12,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-12,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-12,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-12,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-12,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-13,219,COVID-19,1,DosesAdministered,1330068,1394,14741,
2021-01-13,219,COVID-19,1,FullyVaccinated,1330068,110,417,0.03
2021-01-13,219,COVID-19,1,Vaccinated,1330068,1394,14739,1.11
2021-01-13,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-13,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-13,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-13,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-13,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-13,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-14,219,COVID-19,1,DosesAdministered,1330068,1780,16521,
2021-01-14,219,COVID-19,1,FullyVaccinated,1330068,112,529,0.04
2021-01-14,219,COVID-19,1,Vaccinated,1330068,1780,16519,1.24
2021-01-14,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-14,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-14,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-14,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-14,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-14,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-15,219,COVID-19,1,DosesAdministered,1330068,1281,17802,
2021-01-15,219,COVID-19,1,FullyVaccinated,1330068,40,569,0.04
2021-01-15,219,COVID-19,1,Vaccinated,1330068,1281,17800,1.34
2021-01-15,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-15,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-15,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-15,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-15,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-15,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-16,219,COVID-19,1,DosesAdministered,1330068,220,18022,
2021-01-16,219,COVID-19,1,FullyVaccinated,1330068,7,576,0.04
2021-01-16,219,COVID-19,1,Vaccinated,1330068,220,18020,1.35
2021-01-16,219,COVID-19,2,DosesAdministered,1330068,0,1,
2021-01-16,219,COVID-19,2,FullyVaccinated,1330068,0,1,0
2021-01-16,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-16,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-16,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-16,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-17,219,COVID-19,1,DosesAdministered,1330068,93,18115,
2021-01-17,219,COVID-19,1,FullyVaccinated,1330068,63,639,0.05
2021-01-17,219,COVID-19,1,Vaccinated,1330068,30,18050,1.36
2021-01-17,219,COVID-19,2,DosesAdministered,1330068,3,4,
2021-01-17,219,COVID-19,2,FullyVaccinated,1330068,3,4,0
2021-01-17,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-17,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-17,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-17,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-18,219,COVID-19,1,DosesAdministered,1330068,1028,19143,
2021-01-18,219,COVID-19,1,FullyVaccinated,1330068,394,1033,0.08
2021-01-18,219,COVID-19,1,Vaccinated,1330068,658,18708,1.41
2021-01-18,219,COVID-19,2,DosesAdministered,1330068,5,9,
2021-01-18,219,COVID-19,2,FullyVaccinated,1330068,5,9,0
2021-01-18,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-18,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-18,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-18,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-19,219,COVID-19,1,DosesAdministered,1330068,1153,20296,
2021-01-19,219,COVID-19,1,FullyVaccinated,1330068,452,1485,0.11
2021-01-19,219,COVID-19,1,Vaccinated,1330068,758,19466,1.46
2021-01-19,219,COVID-19,2,DosesAdministered,1330068,8,17,
2021-01-19,219,COVID-19,2,FullyVaccinated,1330068,8,17,0
2021-01-19,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-19,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-19,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-19,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-20,219,COVID-19,1,DosesAdministered,1330068,1479,21775,
2021-01-20,219,COVID-19,1,FullyVaccinated,1330068,679,2164,0.16
2021-01-20,219,COVID-19,1,Vaccinated,1330068,852,20318,1.53
2021-01-20,219,COVID-19,2,DosesAdministered,1330068,3,20,
2021-01-20,219,COVID-19,2,FullyVaccinated,1330068,3,20,0
2021-01-20,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-20,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-20,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-20,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-21,219,COVID-19,1,DosesAdministered,1330068,2163,23938,
2021-01-21,219,COVID-19,1,FullyVaccinated,1330068,741,2905,0.22
2021-01-21,219,COVID-19,1,Vaccinated,1330068,1516,21834,1.64
2021-01-21,219,COVID-19,2,DosesAdministered,1330068,18,38,
2021-01-21,219,COVID-19,2,FullyVaccinated,1330068,18,38,0
2021-01-21,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-21,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-21,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-21,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-22,219,COVID-19,1,DosesAdministered,1330068,1495,25433,
2021-01-22,219,COVID-19,1,FullyVaccinated,1330068,329,3234,0.24
2021-01-22,219,COVID-19,1,Vaccinated,1330068,1232,23066,1.73
2021-01-22,219,COVID-19,2,DosesAdministered,1330068,6,44,
2021-01-22,219,COVID-19,2,FullyVaccinated,1330068,6,44,0
2021-01-22,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-22,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-22,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-22,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-23,219,COVID-19,1,DosesAdministered,1330068,258,25691,
2021-01-23,219,COVID-19,1,FullyVaccinated,1330068,17,3251,0.24
2021-01-23,219,COVID-19,1,Vaccinated,1330068,255,23321,1.75
2021-01-23,219,COVID-19,2,DosesAdministered,1330068,0,44,
2021-01-23,219,COVID-19,2,FullyVaccinated,1330068,0,44,0
2021-01-23,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-23,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-23,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-23,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-24,219,COVID-19,1,DosesAdministered,1330068,161,25852,
2021-01-24,219,COVID-19,1,FullyVaccinated,1330068,4,3255,0.24
2021-01-24,219,COVID-19,1,Vaccinated,1330068,161,23482,1.77
2021-01-24,219,COVID-19,2,DosesAdministered,1330068,0,44,
2021-01-24,219,COVID-19,2,FullyVaccinated,1330068,0,44,0
2021-01-24,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-24,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-24,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-24,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-25,219,COVID-19,1,DosesAdministered,1330068,1025,26877,
2021-01-25,219,COVID-19,1,FullyVaccinated,1330068,664,3919,0.28
2021-01-25,219,COVID-19,1,Vaccinated,1330068,374,23856,1.79
2021-01-25,219,COVID-19,2,DosesAdministered,1330068,37,81,
2021-01-25,219,COVID-19,2,FullyVaccinated,1330068,37,81,0.01
2021-01-25,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-25,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-25,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-25,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-26,219,COVID-19,1,DosesAdministered,1330068,2360,29237,
2021-01-26,219,COVID-19,1,FullyVaccinated,1330068,1643,5562,0.42
2021-01-26,219,COVID-19,1,Vaccinated,1330068,742,24598,1.85
2021-01-26,219,COVID-19,2,DosesAdministered,1330068,32,113,
2021-01-26,219,COVID-19,2,FullyVaccinated,1330068,32,113,0.01
2021-01-26,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-26,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-26,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-26,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-27,219,COVID-19,1,DosesAdministered,1330068,2121,31358,
2021-01-27,219,COVID-19,1,FullyVaccinated,1330068,1507,7069,0.53
2021-01-27,219,COVID-19,1,Vaccinated,1330068,639,25237,1.9
2021-01-27,219,COVID-19,2,DosesAdministered,1330068,15,128,
2021-01-27,219,COVID-19,2,FullyVaccinated,1330068,15,128,0.01
2021-01-27,219,COVID-19,3,DosesAdministered,1330068,0,0,
2021-01-27,219,COVID-19,3,FullyVaccinated,1330068,0,0,0
2021-01-27,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-27,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-28,219,COVID-19,1,DosesAdministered,1330068,2449,33807,
2021-01-28,219,COVID-19,1,FullyVaccinated,1330068,1418,8487,0.64
2021-01-28,219,COVID-19,1,Vaccinated,1330068,1071,26308,1.98
2021-01-28,219,COVID-19,2,DosesAdministered,1330068,22,150,
2021-01-28,219,COVID-19,2,FullyVaccinated,1330068,22,150,0.01
2021-01-28,219,COVID-19,3,DosesAdministered,1330068,1,1,
2021-01-28,219,COVID-19,3,FullyVaccinated,1330068,1,1,0
2021-01-28,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-28,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-29,219,COVID-19,1,DosesAdministered,1330068,3174,36981,
2021-01-29,219,COVID-19,1,FullyVaccinated,1330068,1992,10479,0.79
2021-01-29,219,COVID-19,1,Vaccinated,1330068,1220,27528,2.06
2021-01-29,219,COVID-19,2,DosesAdministered,1330068,32,182,
2021-01-29,219,COVID-19,2,FullyVaccinated,1330068,32,182,0.01
2021-01-29,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-01-29,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-01-29,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-29,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-30,219,COVID-19,1,DosesAdministered,1330068,817,37798,
2021-01-30,219,COVID-19,1,FullyVaccinated,1330068,554,11033,0.83
2021-01-30,219,COVID-19,1,Vaccinated,1330068,266,27794,2.09
2021-01-30,219,COVID-19,2,DosesAdministered,1330068,14,196,
2021-01-30,219,COVID-19,2,FullyVaccinated,1330068,14,196,0.01
2021-01-30,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-01-30,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-01-30,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-30,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-01-31,219,COVID-19,1,DosesAdministered,1330068,538,38336,
2021-01-31,219,COVID-19,1,FullyVaccinated,1330068,285,11318,0.85
2021-01-31,219,COVID-19,1,Vaccinated,1330068,285,28079,2.11
2021-01-31,219,COVID-19,2,DosesAdministered,1330068,0,196,
2021-01-31,219,COVID-19,2,FullyVaccinated,1330068,0,196,0.01
2021-01-31,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-01-31,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-01-31,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-01-31,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-02-01,219,COVID-19,1,DosesAdministered,1330068,1565,39901,
2021-02-01,219,COVID-19,1,FullyVaccinated,1330068,881,12199,0.92
2021-02-01,219,COVID-19,1,Vaccinated,1330068,719,28798,2.17
2021-02-01,219,COVID-19,2,DosesAdministered,1330068,43,239,
2021-02-01,219,COVID-19,2,FullyVaccinated,1330068,43,239,0.02
2021-02-01,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-02-01,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-02-01,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-02-01,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-02-02,219,COVID-19,1,DosesAdministered,1330068,2723,42624,
2021-02-02,219,COVID-19,1,FullyVaccinated,1330068,1523,13722,1.03
2021-02-02,219,COVID-19,1,Vaccinated,1330068,1245,30043,2.25
2021-02-02,219,COVID-19,2,DosesAdministered,1330068,46,285,
2021-02-02,219,COVID-19,2,FullyVaccinated,1330068,46,285,0.02
2021-02-02,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-02-02,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-02-02,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-02-02,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-02-03,219,COVID-19,1,DosesAdministered,1330068,3078,45702,
2021-02-03,219,COVID-19,1,FullyVaccinated,1330068,1476,15198,1.13
2021-02-03,219,COVID-19,1,Vaccinated,1330068,1660,31703,2.38
2021-02-03,219,COVID-19,2,DosesAdministered,1330068,116,401,
2021-02-03,219,COVID-19,2,FullyVaccinated,1330068,116,401,0.03
2021-02-03,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-02-03,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-02-03,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-02-03,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-02-04,219,COVID-19,1,DosesAdministered,1330068,3570,49272,
2021-02-04,219,COVID-19,1,FullyVaccinated,1330068,1670,16868,1.27
2021-02-04,219,COVID-19,1,Vaccinated,1330068,2043,33746,2.54
2021-02-04,219,COVID-19,2,DosesAdministered,1330068,30,431,
2021-02-04,219,COVID-19,2,FullyVaccinated,1330068,30,431,0.03
2021-02-04,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-02-04,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-02-04,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-02-04,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-02-05,219,COVID-19,1,DosesAdministered,1330068,3015,52287,
2021-02-05,219,COVID-19,1,FullyVaccinated,1330068,1511,18379,1.38
2021-02-05,219,COVID-19,1,Vaccinated,1330068,1549,35295,2.65
2021-02-05,219,COVID-19,2,DosesAdministered,1330068,53,484,
2021-02-05,219,COVID-19,2,FullyVaccinated,1330068,53,484,0.04
2021-02-05,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-02-05,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-02-05,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-02-05,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-02-06,219,COVID-19,1,DosesAdministered,1330068,548,52835,
2021-02-06,219,COVID-19,1,FullyVaccinated,1330068,157,18536,1.39
2021-02-06,219,COVID-19,1,Vaccinated,1330068,407,35702,2.68
2021-02-06,219,COVID-19,2,DosesAdministered,1330068,4,488,
2021-02-06,219,COVID-19,2,FullyVaccinated,1330068,4,488,0.04
2021-02-06,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-02-06,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-02-06,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-02-06,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-02-07,219,COVID-19,1,DosesAdministered,1330068,58,52893,
2021-02-07,219,COVID-19,1,FullyVaccinated,1330068,49,18585,1.4
2021-02-07,219,COVID-19,1,Vaccinated,1330068,10,35712,2.68
2021-02-07,219,COVID-19,2,DosesAdministered,1330068,0,488,
2021-02-07,219,COVID-19,2,FullyVaccinated,1330068,0,488,0.04
2021-02-07,219,COVID-19,3,DosesAdministered,1330068,0,1,
2021-02-07,219,COVID-19,3,FullyVaccinated,1330068,0,1,0
2021-02-07,219,COVID-19,4,DosesAdministered,1330068,0,0,
2021-02-07,219,COVID-19,4,FullyVaccinated,1330068,0,0,0
2021-02-08,219,COVID-19,1,DosesAdministered,1330068,1583,54476,
2021-02-08,219,COVID-19,1,FullyVaccinated,1330068,608,19193,1.44
